GENE_ID	CONDITION_ID
2512	25230|28285|28455
2513	28126
2514	28350
2515	28119|28200|28231
2516	28282
2520	28331
2521	28308|28523
2531	28412|28414
2534	28240|28241|28563
2537	28327
2538	28505
2539	28587
2541	28534
2542	28388
2543	28215
2544	28250
2545	26484|28179|28295|28608
2546	28306
2547	28516
2548	28470
2553	28585
2561	28477
2566	28438
2568	28442
2569	28354
2572	28246
2574	28224
2579	28371
2583	31498|31882
2584	29832
2585	24886|25983|26288|29416|29676
259	26321
2593	29599
2594	31848
2597	30451
2598	27556
2602	27272
261	28528
2613	27624
2619	25126
2620	31490
2624	27746
2627	32138
2634	31508
2636	31237
2638	27781
264	30842
2640	31537
2641	32014
2646	29195
2654	32207
2657	30635
266	28275|28466
2663	30300
2667	25089|29589
2669	32243
