HGENE_ENSEMBL_ID	CONDITION_ID
ENSG00000269900	OMIM:250250|OMIM:250460|OMIM:607095
ENSG00000270141	OMIM:127550
ENSG00000273686	OMIM:105200|OMIM:241600
ENSG00000273707	OMIM:130650
ENSG00000273814	OMIM:251290
ENSG00000273889	OMIM:130900
ENSG00000274247	OMIM:167800
ENSG00000274286	OMIM:607876
ENSG00000274726	OMIM:608236
ENSG00000275331	OMIM:177850|OMIM:264800
ENSG00000275410	OMIM:125853|OMIM:137920|OMIM:144700
ENSG00000275896	OMIM:167800
ENSG00000276155	OMIM:168600|OMIM:172700|OMIM:260540|OMIM:600274|OMIM:601104
ENSG00000276536	OMIM:109800|OMIM:137550|OMIM:162900|OMIM:163200|OMIM:188470|OMIM:218040
ENSG00000276559	OMIM:607748
ENSG00000276701	OMIM:604302
ENSG00000276802	OMIM:227220
ENSG00000276977	OMIM:126200|OMIM:605218
ENSG00000277361	OMIM:203200|OMIM:227220
ENSG00000277571	OMIM:162800|OMIM:202700
ENSG00000277586	OMIM:607684|OMIM:607734
ENSG00000277893	OMIM:264600
ENSG00000278570	OMIM:268100
ENSG00000280627	OMIM:256000
ENSG00000280635	OMIM:262600
ENSG00000280905	OMIM:608902
ENSG00000280908	OMIM:180300
ENSG00000280987	OMIM:606070
ENSG00000281151	OMIM:121200
ENSG00000281244	OMIM:274150
ENSG00000281434	OMIM:256000
ENSG00000281702	OMIM:176000
ENSG00000281813	OMIM:603736|OMIM:606170
ENSG00000281857	OMIM:258100
ENSG00000281917	OMIM:245340
ENSG00000281919	OMIM:227240|OMIM:606574
ENSG00000282076	OMIM:192500|OMIM:220400|OMIM:607554
ENSG00000282844	OMIM:603278
ENSG00000282984	OMIM:241410|OMIM:244460
ENSG00000283022	OMIM:608647
ENSG00000283447	OMIM:252010
